open,low,high,close,volume,weighted_sentiment,returns,volatility,rsi,ma_7,ma_30,regime
29912.2,29878.08,30627.05,30406.78,12505.27274115,0.7539771827367635,0.016534390649968866,0.02082841504819577,74.58865104086738,29205.47428571429,27973.376666666663,0
30410.03,30000.0,31050.0,30492.92,19793.55777592,0.4274006198953698,0.002832920815686535,0.02072206969822544,72.58276723142602,29571.32857142857,28177.235333333334,0
30492.91,30231.76,30622.38,30324.11,5486.7222394,0.2099624689781304,-0.005536039185489505,0.01947496820798556,69.98530753846259,29909.22857142857,28352.977333333332,0
30325.07,30148.28,30572.1,30326.09,6230.24911461,0.199744932187928,6.529457913195813e-05,0.018165766174964265,74.54988527500699,30192.814285714285,28448.726333333332,0
30321.41,29251.71,30340.21,29449.91,13418.0380446,0.568153132200241,-0.02889195408969636,0.018042531507273266,66.87586277943754,30162.742857142857,28531.045,0
29449.91,29103.89,30500.0,30393.4,12649.52217446,0.4976512420508596,0.032037109790827856,0.018969560098876504,70.38783449251449,30186.487142857142,28609.00966666667,0
30394.5,28595.28,30430.72,28809.72,20951.87851572,0.428151338523434,-0.05210604933965923,0.021931451100777755,54.525556714460826,30028.989999999998,28641.889666666666,0
28809.71,27991.32,29102.69,28248.18,17007.31210311,0.2391243931494261,-0.01949133833997696,0.021350628391375602,51.3071684818801,29720.61857142857,28643.251333333334,0
28248.18,27133.0,28371.88,27253.85,19665.99126045,0.3007520779090769,-0.03519978986256822,0.0226352484023107,45.92541494561331,29257.894285714287,28640.874666666667,0
27252.96,27133.0,27887.78,27821.41,7556.85769964,0.1072825458049774,0.020824947667944294,0.021495498637541473,49.22475021609946,28900.365714285716,28623.157,0
27820.99,27333.2,27820.99,27592.98,6255.76778325,0.2831851867112246,-0.008210583144420136,0.02143484721068234,45.704996951047946,28509.92142857143,28626.615,0
27592.7,26965.14,28000.0,27515.05,12258.59093046,0.1976395109295844,-0.0028242690713362606,0.02116162244033498,35.633275384990384,28233.512857142858,28627.510666666665,0
27513.85,27194.51,28400.0,28304.42,12013.57991051,0.4587952477809711,0.028688663113459745,0.022025665108641648,37.496634807341906,27935.08714285714,28637.894666666667,0
28304.42,27230.77,30050.66,28426.08,31636.39150463,-0.148015114535456,0.004298268609637779,0.02193812478051515,40.08682334357925,27880.28142857143,28680.66833333333,0
28428.86,28387.07,29900.0,29483.72,24310.36359778,-0.2654695203304291,0.037206677811362,0.022946065532975426,44.272926040547304,28056.787142857145,28754.32066666667,0
29486.97,28900.0,29606.45,29338.63,14184.03938836,0.3360705523579209,-0.004921020820981892,0.022882608900725448,42.890280363009694,28354.61285714286,28786.957,0
29339.47,29057.3,29470.0,29249.35,4909.72717806,-0.1054349212987082,-0.0030430868789715904,0.022901661359780542,43.31463917115359,28558.604285714286,28827.419333333335,0
29249.24,29095.92,29969.99,29247.14,6837.06831371,0.3782037675380706,-7.55572346051725e-05,0.02286853490847673,43.28876802444271,28794.912857142856,28853.177333333337,0
29240.49,27664.31,29348.6,28077.27,17953.11670042,-0.2210913207219993,-0.03999946661451337,0.024404531275731518,41.762921143339966,28875.23,28840.037666666667,1
28077.44,27871.44,28899.99,28684.4,13258.60505694,-0.0341687038027006,0.02162354103515063,0.024782935405181297,39.313032472372726,28929.51285714286,28856.572999999997,1
28683.41,28122.0,29276.12,29038.75,15605.28754268,0.3819620225826899,0.012353404638061116,0.02475596579506158,51.69240909850008,29017.037142857145,28897.47233333333,1
29039.36,28674.58,29383.5,28857.23,10407.16067489,0.4868087790012359,-0.006250957771942622,0.022831567040726797,54.76835823793484,28927.53857142857,28920.058666666668,0
28857.88,28810.0,29706.57,29536.76,14691.1261171,-0.0305304982445456,0.02354799819663911,0.023017856732447325,68.79999736476725,28955.842857142856,28965.438333333335,0
29538.87,28394.0,29850.0,28902.66,8546.79874854,0.2523645951066698,-0.02146816373901539,0.023328926847664196,58.807678585101925,28906.315714285713,28993.745,1
28901.3,28429.12,29189.71,28474.53,5884.67007423,-0.1362051447232563,-0.014812823456387791,0.023171784125867824,56.95468939586386,28795.942857142858,29011.831333333335,1
28472.68,27279.66,28676.38,27695.06,15859.41839592,0.1523082262939876,-0.027374288530837787,0.02368573888002706,51.27859816602386,28741.34142857143,29003.039666666664,1
27693.24,27367.01,27833.64,27647.29,8888.42683618,0.0260201374122074,-0.0017248563462221034,0.02368589137457462,44.78281926084715,28593.182857142856,28979.916333333334,1
27647.29,26800.0,28334.75,27624.01,18590.96989908,0.2157079682267945,-0.0008420355123414103,0.02368055550919675,43.531036218196334,28391.07714285714,28912.036333333333,1
27621.5,26702.0,27649.85,26986.56,13438.74631738,-0.2033965437308602,-0.023075940097038616,0.023439120115626884,28.39520485605223,28123.838571428572,28804.015333333333,1
26986.79,25810.0,27099.21,26808.84,18458.49543497,-0.0934352474908034,-0.006585500337946026,0.022195451620854668,28.235781968095978,27734.135714285716,28700.570000000003,0
26808.8,26700.0,27060.24,26789.48,4782.64422745,-0.2742276230523752,-0.000722149858031873,0.01980083477736457,28.579614029526866,27432.252857142856,28579.993333333336,0
26786.99,26581.52,27221.51,26929.98,4393.20531359,0.6667403735220432,0.00524459601306182,0.019538269208555857,30.296861660697445,27211.602857142858,28461.228666666666,0
