Datetime,close,high,low,open,volume,returns,volatility,rsi,ma_7,ma_30,regime
2024-07-06 22:00:00,58102.40234375,58102.40234375,57883.24609375,57883.24609375,0,0.003535126392727239,0.003260154475055372,71.16400428297771,57924.40122767857,56913.07239583333,0
2024-07-06 23:00:00,58303.5390625,58461.88671875,58110.0,58110.0,237824000,0.0034617625199044877,0.0032955651453689064,73.48800716852465,57991.48772321428,56972.54921875,0
2024-07-07 00:00:00,57962.42578125,58244.25,57962.42578125,58239.4296875,0,-0.005850644518925918,0.0035746489588658887,64.05885141816779,57993.18470982143,57018.955859375,0
2024-07-07 01:00:00,58119.96875,58264.4609375,57865.6328125,57965.92578125,0,0.0027180188997708576,0.0032527319043493623,66.21493772895593,58037.35100446428,57072.1703125,0
2024-07-07 02:00:00,58347.78125,58371.12109375,58124.36328125,58124.36328125,77238272,0.003919694124061346,0.0032817646487962094,69.10146270399497,58105.24665178572,57138.563802083336,0
2024-07-07 03:00:00,57951.98046875,58346.640625,57935.94140625,58321.4921875,292132864,-0.006783476128323196,0.003670230548370273,59.57751955891364,58097.974888392855,57184.87317708333,0
2024-07-07 04:00:00,57616.19921875,57965.546875,57592.87890625,57947.43359375,328873984,-0.005794128988931946,0.0036892260301013475,52.91453215600482,58057.75669642857,57218.46796875,0
2024-07-07 05:00:00,57653.76171875,57782.77734375,57431.50390625,57604.796875,0,0.0006519433858764856,0.0035911777808225816,53.54048835673659,57993.66517857143,57251.51419270833,0
2024-07-07 06:00:00,57646.265625,57780.4296875,57627.76953125,57658.6328125,0,-0.00013001916139609992,0.0035971980474094932,53.38795474873506,57899.76897321428,57286.078385416666,0
2024-07-07 07:00:00,57360.0703125,57698.33203125,57101.78125,57663.30859375,219047936,-0.004964680875631289,0.0037679160121839306,47.78996478302148,57813.71819196428,57322.61510416667,0
2024-07-07 08:00:00,57622.578125,57646.265625,57366.6953125,57366.6953125,208627712,0.0045764904239107285,0.0038470658523486892,52.69007134965517,57742.662388392855,57362.60638020833,0
2024-07-07 09:00:00,57711.875,57711.875,57568.01171875,57634.04296875,54919168,0.0015496855209478078,0.003825286428804557,54.262611048776094,57651.818638392855,57406.306640625,0
2024-07-07 10:00:00,57517.89453125,57907.99609375,57517.89453125,57718.64453125,0,-0.003361188122028569,0.003912856102395819,50.34758717546544,57589.806361607145,57453.99010416667,0
2024-07-07 11:00:00,57452.21484375,57524.8359375,57363.3125,57516.953125,0,-0.0011419000649321998,0.0039183305216925,49.056985161517545,57566.38002232143,57489.940234375,0
2024-07-07 12:00:00,57324.41796875,57584.3046875,57222.35546875,57441.859375,34398208,-0.0022244029294181678,0.003956673992499216,46.55626198486861,57519.33091517857,57519.33502604167,0
2024-07-07 13:00:00,56855.37109375,57324.95703125,56819.21484375,57324.95703125,131854336,-0.008182322500957628,0.004250356045195863,38.74889217444035,57406.345982142855,57528.20950520833,1
2024-07-07 14:00:00,56763.92578125,56920.875,56643.87890625,56874.29296875,174125056,-0.0016083847619112746,0.004240122860322127,37.43097630531718,57321.18247767857,57534.951432291666,1
2024-07-07 15:00:00,56847.10546875,56924.7578125,56727.07421875,56727.07421875,0,0.0014653617831252852,0.004145856513758738,39.448388411469786,57210.400669642855,57539.05520833333,1
2024-07-07 16:00:00,57052.79296875,57128.99609375,56778.0546875,56831.45703125,0,0.0036182581030985705,0.0037513761975729427,44.236462473880486,57116.24609375,57547.69830729167,0
2024-07-07 17:00:00,57207.57421875,57243.3671875,56801.71875,57099.09375,0,0.0027129478145755392,0.0037747958054156314,47.59465703572333,57071.91462053572,57563.043229166666,0
2024-07-07 18:00:00,57164.6953125,57344.78515625,57133.91015625,57206.05859375,0,-0.0007495319778119125,0.0037539809734217088,46.75463583213155,57030.84040178572,57577.187239583334,0
2024-07-07 19:00:00,57139.99609375,57169.8125,57048.3515625,57162.48828125,0,-0.0004320712043505148,0.003739881796986197,46.24828459347242,57004.494419642855,57582.96302083333,0
2024-07-07 20:00:00,57286.76171875,57286.76171875,57049.37890625,57139.7734375,0,0.002568527039434887,0.003750615874503114,49.732014632021986,57066.12165178572,57590.04505208333,0
2024-07-07 21:00:00,56584.56640625,57263.64453125,56230.89453125,57263.64453125,671559680,-0.0122575494133782,0.00444918175012262,37.28200503117249,57040.49888392857,57565.485677083336,1
2024-07-07 22:00:00,56420.73828125,56760.1875,56414.4765625,56581.84375,383016960,-0.002895279320933475,0.004360330592949603,35.0757494997209,56979.58928571428,57518.379166666666,1
2024-07-07 23:00:00,55938.9765625,56464.8984375,55793.32421875,56394.55078125,248811520,-0.008538734752964072,0.004487076625472813,29.539794719978417,56820.47265625,57451.326822916664,1
2024-07-08 00:00:00,55236.2734375,56012.96875,55140.2421875,55849.57421875,1051873280,-0.012561958909185211,0.004942142684589759,23.671243193085928,56538.85825892857,57365.509114583336,1
2024-07-08 01:00:00,54917.9609375,55100.6171875,54397.46875,55100.6171875,2489808896,-0.005762743939635495,0.004893568524866664,21.579838266938197,56217.896205357145,57267.024088541664,1
2024-07-08 02:00:00,55406.4140625,55438.75,54744.69140625,54946.7578125,837998592,0.008894232718434036,0.005262017380407507,31.570902555333674,55970.24162946428,57180.47513020833,1
2024-07-08 03:00:00,55173.7265625,55474.67578125,54891.62890625,55389.5234375,213340160,-0.004199649155015139,0.005188797196217686,29.63399427005963,55668.37946428572,57089.675130208336,1
2024-07-08 04:00:00,55520.46875,55529.328125,55006.11328125,55169.28125,281008128,0.006284552614136185,0.005389905067264107,35.940964341837486,55516.365513392855,57003.610677083336,1
2024-07-08 05:00:00,55526.7265625,55689.3125,55284.1875,55491.07421875,256067584,0.00011271180955230164,0.005381537243895639,36.052363757244365,55388.64955357143,56911.05026041667,1
2024-07-08 06:00:00,55624.515625,55896.65234375,55245.91796875,55479.5,709570560,0.0017611170071394344,0.005416978873233474,37.87060725679729,55343.7265625,56833.119921875,1
2024-07-08 07:00:00,55861.8828125,55861.8828125,55601.71875,55634.6171875,0,0.004267312440080273,0.0054855556655006845,42.16897457509525,55433.099330357145,56757.850390625,1
2024-07-08 08:00:00,57704.4296875,57712.11328125,55775.84375,55859.4375,2906441728,0.03298397372649431,0.008815182645228655,63.35976671352033,55831.166294642855,56736.40533854167,1
2024-07-08 09:00:00,57459.3203125,57866.6953125,57378.43359375,57773.1875,1853919232,-0.0042476700025873,0.008852964658309613,60.1996278588271,56124.43861607143,56719.98333333333,1
2024-07-08 10:00:00,56758.93359375,57678.03515625,56758.93359375,57494.07421875,677330944,-0.012189262158703862,0.00917010057439693,52.18951684131097,56350.896763392855,56691.4078125,1
2024-07-08 11:00:00,57087.4765625,57269.56640625,56816.69140625,56816.69140625,1133240320,0.005788392204503667,0.009258143280493654,55.200815272041204,56574.75502232143,56672.531640625,1
2024-07-08 12:00:00,57160.5703125,57402.55078125,56878.48046875,57140.1171875,807501824,0.0012803815197537372,0.009252869011328897,55.86680689334266,56808.16127232143,56656.341796875,1
2024-07-08 13:00:00,57172.28125,57363.37890625,56852.69140625,57139.23046875,307748864,0.00020487789810319512,0.009090458780563809,55.97972083034974,57029.27064732143,56650.08216145833,1
2024-07-08 14:00:00,56215.99609375,57230.92578125,55240.58203125,57195.0390625,2794858496,-0.016726377456733,0.009727791975147103,45.698115565896,57079.85825892857,56603.19609375,1
2024-07-08 15:00:00,55790.640625,56571.09765625,55790.640625,56187.421875,1268416512,-0.007566449023524324,0.009828324258111464,42.00275152246638,56806.45982142857,56539.154947916664,1
2024-07-08 16:00:00,55790.890625,56043.81640625,55452.328125,55760.28125,865652736,4.481038346160204e-06,0.009786316652851398,42.00571988383035,56568.11272321428,56481.588151041666,1
2024-07-08 17:00:00,56305.09375,56305.09375,55637.91015625,55796.9140625,663474176,0.009216614383452448,0.00997846315011306,47.91093018292437,56503.27845982143,56443.35078125,1
2024-07-08 18:00:00,56277.84375,56528.20703125,56196.8515625,56282.671875,483405824,-0.0004839704223030816,0.009978454727009856,47.634118245285606,56387.61662946428,56408.46497395833,1
2024-07-08 19:00:00,56482.82421875,56501.1015625,56190.44921875,56265.51171875,553394176,0.003642294286550385,0.010016093844650409,49.97545569892804,56290.79575892857,56396.04674479167,1
2024-07-08 20:00:00,56242.625,56561.5703125,56240.53515625,56497.82421875,348434432,-0.004252606382070145,0.010023959725552973,47.30627406916576,56157.98772321428,56378.67005208333,1
2024-07-08 21:00:00,56682.484375,56693.26953125,56213.87109375,56253.1640625,0,0.007820747609130985,0.009855481472993196,52.32756772332912,56224.62890625,56373.18268229167,1
2024-07-08 22:00:00,56634.40234375,56929.484375,56584.7109375,56665.703125,0,-0.0008482696512012167,0.009837108595025594,51.747075825624684,56345.166294642855,56359.236328125,1
2024-07-08 23:00:00,56681.23828125,56807.7109375,56641.19140625,56685.15625,0,0.0008269874062716287,0.009659389287083466,52.302143039434384,56472.35881696428,56341.691796875,1
2024-07-09 00:00:00,56576.23046875,56706.83203125,56316.875,56704.59765625,0,-0.0018526026544966046,0.009264520644808408,50.88872514100662,56511.09263392857,56322.07630208333,1
2024-07-09 01:00:00,56574.41796875,57228.58203125,56480.0390625,56538.67578125,0,-3.203642209781421e-05,0.009154768030376174,50.86317486153604,56553.46037946428,56303.22369791667,1
2024-07-09 02:00:00,57296.75390625,57296.75390625,56344.140625,56566.6875,0,0.012767889859671033,0.009327389534162284,59.574353968092744,56669.736049107145,56303.55677083333,1
2024-07-09 03:00:00,57151.21875,57247.9453125,56895.41796875,57247.9453125,0,-0.0025400244573737796,0.009289835980475664,57.367619602627514,56799.53515625,56322.44518229167,1
2024-07-09 04:00:00,57292.40234375,57320.24609375,57110.78515625,57159.796875,0,0.002470351408735194,0.009237067518436233,58.95595379090634,56886.666294642855,56351.500651041664,1
2024-07-09 05:00:00,57291.91796875,57387.07421875,57138.48828125,57291.03125,0,-8.454436891902617e-06,0.009237806463696341,58.94783946653689,56980.59709821428,56396.59869791667,1
2024-07-09 06:00:00,57512.65234375,57698.69140625,57207.63671875,57289.41015625,92082176,0.0038528012820306934,0.009251756224599932,61.54528935329682,57099.37053571428,56472.47799479167,1
2024-07-09 07:00:00,57050.08984375,57530.7109375,57039.28515625,57498.2734375,170659840,-0.008042795474555553,0.009427331123137376,53.8553154400258,57167.064732142855,56543.54895833333,1
2024-07-09 08:00:00,57617.4921875,57854.5234375,57029.87890625,57102.33984375,0,0.009945687119932822,0.006837696257843263,60.39278580182372,57316.07533482143,56617.2515625,1
2024-07-09 09:00:00,57621.01171875,57664.765625,57517.3828125,57603.84765625,0,6.10844227399987e-05,0.00677873748359674,60.430233913051396,57362.39787946428,56698.827734375,1
2024-07-09 10:00:00,57408.27734375,57637.49609375,57305.17578125,57598.4140625,0,-0.0036919583439173342,0.006312714981896193,56.92667846673724,57399.12053571428,56761.7546875,1
2024-07-09 11:00:00,57429.0390625,57504.78125,57248.796875,57417.421875,0,0.0003616502656174081,0.006211174405790376,57.18755503053855,57418.64006696428,56825.16510416667,1
2024-07-09 12:00:00,57359.73046875,57521.73828125,57281.68359375,57442.73828125,0,-0.0012068562330387334,0.006214281711694303,55.968896827060874,57428.32756696428,56883.005598958334,1
2024-07-09 13:00:00,57263.16796875,57362.578125,57063.0703125,57337.15234375,0,-0.0016834545631732034,0.0062256783897878185,54.234834112012436,57392.68694196428,56929.715104166666,1
2024-07-09 14:00:00,57288.55859375,58059.8828125,57202.20703125,57309.421875,0,0.00044340238063411697,0.0050934264068305665,54.63285791845933,57426.75390625,56915.852734375,1
2024-07-09 15:00:00,57483.55078125,57483.55078125,57014.1484375,57096.14453125,0,0.003403684649892158,0.004793347205733148,57.677091789516055,57407.619419642855,56916.660416666666,1
2024-07-09 16:00:00,57666.578125,57782.3515625,57446.328125,57483.6796875,0,0.0031839950953360674,0.004801148435560951,60.36548963345428,57414.12890625,56946.915234375,1
2024-07-09 17:00:00,57528.4140625,57778.359375,57413.90234375,57686.94921875,0,-0.0023959122769606767,0.004557012805513228,57.4013156995639,57431.291294642855,56961.61315104167,1
2024-07-09 18:00:00,57899.96875,58178.421875,57475.87890625,57532.890625,508831744,0.00645862907147654,0.004683547203672427,62.70500252714749,57498.56696428572,56986.259765625,1
2024-07-09 19:00:00,57797.8671875,57907.17578125,57721.9375,57907.17578125,0,-0.0017634130847437035,0.0046907236286333675,60.476749754014534,57561.157924107145,57007.112630208336,1
2024-07-09 20:00:00,57912.75,58055.7421875,57741.875,57855.62890625,86095872,0.0019876652563548536,0.004559770578649012,62.108347749830145,57653.955357142855,57063.67109375,1
2024-07-09 21:00:00,57808.87109375,57950.734375,57787.078125,57928.640625,0,-0.0017937139274166736,0.004374118688115362,59.70812824612986,57728.28571428572,57130.94544270833,1
2024-07-09 22:00:00,57946.22265625,58179.2890625,57746.51953125,57799.37109375,22519808,0.002375959950459139,0.004369864629019028,61.80970344490659,57794.38169642857,57202.78984375,1
2024-07-09 23:00:00,58009.2265625,58051.2109375,57877.22265625,57940.01171875,8636416,0.0010872823690986078,0.004369833607536452,62.768995399691974,57843.33147321428,57259.59427083333,1
2024-07-10 00:00:00,57463.15234375,58033.8828125,57463.15234375,58033.8828125,0,-0.009413575238098604,0.004830759144824061,50.84737723500126,57834.00837053572,57299.10455729167,1
2024-07-10 01:00:00,57776.15625,57951.2421875,57423.11328125,57494.2109375,0,0.005447036813740702,0.004925200828048488,56.00528217840928,57816.32087053572,57342.215625,1
2024-07-10 02:00:00,57883.59375,57883.59375,57679.0,57784.46875,0,0.0018595473803260099,0.004236356195095764,57.64810346101324,57828.56752232143,57396.91458333333,1
2024-07-10 03:00:00,58140.625,58153.20703125,57866.2890625,57882.359375,0,0.0044404853490978,0.004262890009038811,61.365038612526384,57861.12109375,57445.519270833334,1
2024-07-10 04:00:00,59288.97265625,59288.97265625,58173.05859375,58173.05859375,1800898560,0.01975120935232466,0.005765334670971991,72.8355945763215,58072.564174107145,57534.00494791667,1
2024-07-10 05:00:00,58984.77734375,59359.43359375,58877.20703125,59323.38671875,224049152,-0.0051307232841373285,0.005914333210132775,67.14833504947251,58220.92912946428,57610.78958333333,1
2024-07-10 06:00:00,59269.62109375,59282.15625,58885.3515625,58981.99609375,0,0.0048291061325873574,0.005936468280168872,69.54627682228444,58400.98549107143,57700.56927083333,1
2024-07-10 07:00:00,58981.94140625,59256.05859375,58875.92578125,59256.05859375,0,-0.004853746020156979,0.00575173846008092,64.43106366087655,58617.955357142855,57780.820052083334,1
2024-07-10 08:00:00,58720.84375,59027.37890625,58646.15625,58985.6328125,0,-0.00442673893101686,0.005569076177398913,60.10977375369545,58752.91071428572,57828.289713541664,1
2024-07-10 09:00:00,58522.984375,58754.23046875,58425.70703125,58744.43359375,19912704,-0.00336949134863207,0.005632675093638257,56.990463081484855,58844.252232142855,57874.015234375,1
2024-07-10 10:00:00,58625.95703125,58698.02734375,58357.8203125,58485.32421875,109703168,0.0017595250370381343,0.005558876593861281,58.206025263081905,58913.58537946428,57918.467057291666,1
2024-07-10 11:00:00,58484.85546875,58674.6953125,58381.15234375,58653.30859375,197519360,-0.0024068103898889914,0.005598889697986553,55.87563078344994,58798.71149553572,57958.231640625,1
2024-07-10 12:00:00,58080.3046875,58550.8359375,57834.09375,58485.89453125,520491008,-0.006917188697955545,0.005804306197153841,49.72824414332745,58669.50111607143,57977.15338541667,1
2024-07-10 13:00:00,57688.8671875,58253.69140625,57599.46875,58146.83203125,590569472,-0.006739591021536873,0.005977552463076604,44.613663343327815,58443.67912946428,57998.445963541664,1
2024-07-10 14:00:00,57738.578125,57854.39453125,57570.92578125,57760.21484375,0,0.0008617076382939626,0.005978520374499325,45.38193958015278,58266.05580357143,58002.482161458334,1
2024-07-10 15:00:00,57739.58203125,58002.234375,57543.03125,57716.63671875,0,1.738709685272788e-05,0.00594300283806067,45.39841156462522,58125.87555803572,58006.43450520833,1
2024-07-10 16:00:00,57684.5625,57955.9765625,57602.37109375,57715.05859375,0,-0.0009528910552248915,0.005912669239513983,44.60445579853149,58006.10100446428,58015.64401041667,1
2024-07-10 17:00:00,57630.83203125,57728.58203125,57517.91015625,57689.5859375,27303936,-0.00093145317258847,0.005894076290857992,43.798878778110506,57863.94029017857,58022.370442708336,1
2024-07-10 18:00:00,57605.71875,57780.80078125,57517.3046875,57620.32421875,0,-0.00043576121261590384,0.005736113233952933,43.40430416733171,57738.349330357145,58030.570052083334,1
2024-07-10 19:00:00,57451.97265625,57621.8359375,57383.26953125,57621.8359375,0,-0.0026689380340385593,0.005749829065304771,40.970832756164384,57648.587611607145,58036.863541666666,1
2024-07-10 20:00:00,57368.08984375,57527.00390625,57179.3828125,57421.57421875,894976,-0.001460051041273891,0.005734950804502155,39.664222763807125,57602.76227678572,58039.51458333333,1
2024-07-10 21:00:00,57483.796875,57533.49609375,57307.67578125,57378.46484375,13793280,0.0020169231983344638,0.005746788842453112,42.39329883026171,57566.364955357145,58039.522786458336,1
2024-07-10 22:00:00,57709.0546875,57803.82421875,57458.484375,57464.6796875,0,0.0039186314186905324,0.005785574333502675,47.3829692530377,57562.00390625,58040.938671875,1
2024-07-10 23:00:00,57742.49609375,57853.72265625,57609.73046875,57701.890625,227061760,0.0005794828286667109,0.005781761253730549,48.101659380835706,57570.28013392857,58048.07473958333,1
2024-07-11 00:00:00,57614.4453125,57729.890625,57389.60546875,57729.890625,0,-0.002217617697754193,0.005459497247526519,45.536818588247904,57567.939174107145,58038.557291666664,1
2024-07-11 01:00:00,58318.515625,58332.49609375,57488.609375,57610.5625,0,0.012220378217322692,0.0059036464550361566,58.60617945065584,57669.767299107145,58055.91223958333,1
2024-07-11 02:00:00,57863.3359375,58295.1484375,57779.078125,58295.1484375,314937344,-0.007805062982516486,0.00612562809156893,50.21643479461768,57728.533482142855,58054.26510416667,1
2024-07-11 03:00:00,57563.203125,57916.3984375,57120.37890625,57863.22265625,720711680,-0.005186925496728723,0.006137638236818849,45.58280176090934,57756.40680803572,58046.076171875,1
2024-07-11 04:00:00,57743.2734375,57750.4921875,57501.765625,57556.4296875,0,0.003128219117844555,0.00447873535611375,48.644590893692126,57793.474888392855,58039.311197916664,1
2024-07-11 05:00:00,58017.65625,58035.4296875,57713.68359375,57751.05078125,0,0.004751771005794936,0.0045449337287795785,52.98540572955155,57837.560825892855,58039.5921875,1
2024-07-11 06:00:00,58000.609375,58053.0703125,57908.75390625,58002.09375,0,-0.00029382219313622837,0.004392762143204587,52.68744108832328,57874.43415178572,58057.507421875,1
2024-07-11 07:00:00,58196.52734375,58227.38671875,57934.15625,57993.21875,159219712,0.003377860523555931,0.004391355250511607,55.766208022352,57957.58872767857,58071.519791666666,1
2024-07-11 08:00:00,58157.6875,58307.5546875,58064.21875,58188.9921875,0,-0.0006673910888287393,0.004313385197208511,55.00207782929804,57934.61328125,58080.65625,1
2024-07-11 09:00:00,58292.12890625,58359.33203125,58141.234375,58149.171875,0,0.0023116704262011734,0.004298773745994479,57.18880141196067,57995.869419642855,58085.706380208336,1
2024-07-11 10:00:00,58431.125,58464.73828125,58189.54296875,58281.1328125,0,0.0023844744797971718,0.004312750416182415,59.386298139330144,58119.85825892857,58057.11145833333,1
2024-07-11 11:00:00,58782.01953125,58865.9765625,58413.09375,58443.37109375,552099840,0.006005267419547433,0.0044589989390009955,64.35987422114053,58268.25055803572,58050.352864583336,1
2024-07-11 12:00:00,58803.91015625,59299.43359375,58538.4375,58777.859375,1468491776,0.00037240341816358047,0.004191921550799883,64.65070687619681,58380.572544642855,58034.82916666667,1
2024-07-11 13:00:00,58509.765625,58950.43359375,58348.25390625,58813.328125,123207680,-0.005002125376840083,0.004074372311409642,57.82276106084492,58453.30915178572,58019.08997395833,0
2024-07-11 14:00:00,57889.171875,58643.984375,57676.76953125,58564.3046875,876486656,-0.010606669559702242,0.004670816057146449,46.6325712491133,58409.40122767857,57991.367578125,1
2024-07-11 15:00:00,57328.76953125,58113.25390625,57309.40625,57828.1640625,457555968,-0.009680607367472338,0.005081436850153837,39.246452819737485,58290.984375,57951.56041666667,1
2024-07-11 16:00:00,57647.09765625,57716.3671875,57223.55078125,57404.1171875,32393216,0.005552676738098894,0.005216000380353781,44.612994893585785,58198.83705357143,57918.93177083333,1
2024-07-11 17:00:00,57824.9765625,57916.625,57620.09765625,57648.22265625,2039808,0.0030856524175890687,0.005249625851755143,47.40857511231411,58112.244419642855,57896.935807291666,1
2024-07-11 18:00:00,57828.8125,57989.40234375,57717.74609375,57800.66015625,109023232,6.633703510194877e-05,0.005248176328137971,47.47014976832105,57976.071986607145,57888.552734375,1
2024-07-11 19:00:00,57410.5234375,57840.2890625,57400.52734375,57831.38671875,17428480,-0.007233229326644053,0.00543505675528995,41.73230146386719,57777.01674107143,57879.274609375,1
2024-07-11 20:00:00,57544.68359375,57585.20703125,57228.98828125,57380.90625,0,0.0023368565241537187,0.005446441264886915,44.067503158946664,57639.14787946428,57872.81145833333,1
2024-07-11 21:00:00,57440.82421875,57574.42578125,57325.546875,57555.44140625,0,-0.0018048474422627248,0.005445118245274649,42.64272161586928,57575.09821428572,57862.852864583336,1
2024-07-11 22:00:00,57309.546875,57521.11328125,57222.234375,57461.26171875,130861056,-0.0022854362822173346,0.005397212431695212,40.84509889999739,57572.35212053572,57850.35234375,1
2024-07-11 23:00:00,57344.9140625,57381.08203125,57173.18359375,57296.203125,367462400,0.0006171255825340172,0.005397477141671553,41.55985902276326,57529.18303571428,57840.82174479167,1
2024-07-12 00:00:00,57184.875,57579.83203125,57184.875,57341.1953125,214761472,-0.002790815281815129,0.005407710394210524,39.24882469912847,57437.739955357145,57826.793619791664,1
2024-07-12 01:00:00,56934.2109375,57289.1328125,56590.17578125,57173.9375,430401536,-0.004383397926462251,0.004759879391466382,35.883139292497816,57309.939732142855,57809.534895833334,1
2024-07-12 02:00:00,57368.609375,57368.609375,56919.66015625,56946.65625,3547136,0.007629831525668429,0.004841017962382643,44.72873580328446,57303.95200892857,57809.55221354167,1
2024-07-12 03:00:00,56924.46875,57343.0625,56905.59375,57343.0625,0,-0.007741875388625807,0.0049782374996961655,38.830232885842065,57215.349888392855,57790.907942708334,1
2024-07-12 04:00:00,57034.01953125,57036.14453125,56740.52734375,56919.078125,0,0.0019244936958677794,0.004946552089292895,40.900464357912725,57157.23493303572,57768.40677083333,1
2024-07-12 05:00:00,57020.4296875,57101.74609375,56984.21875,57025.8359375,0,-0.0002382761001538114,0.004819308419605075,40.71637239645006,57115.93247767857,57744.337890625,1
2024-07-12 06:00:00,57238.0703125,57387.36328125,57027.28515625,57027.28515625,99198976,0.0038168885466625113,0.0049070290162275005,44.986912368990765,57100.66908482143,57731.79205729167,1
2024-07-12 07:00:00,57062.8125,57296.5546875,56880.4609375,57229.0625,25131008,-0.0030619098712300064,0.004859332646751438,42.34182684816897,57083.23158482143,57689.935286458334,1
2024-07-12 08:00:00,57305.828125,57305.828125,57054.65234375,57119.1328125,302495744,0.004258738999238787,0.004968347401930757,46.99561713072286,57136.31975446428,57671.35169270833,1
2024-07-12 09:00:00,56948.01171875,57314.71484375,56887.84765625,57314.71484375,0,-0.0062439793291094725,0.005056300642368061,41.66336138323287,57076.234375,57650.8453125,1
